Datetime,H1,H2,H3,H4,H5,H6,H7,H8,H10,H11,H12,H13,H14,H15,H16,H17,H18,H20
2014-10-24 05:45:00,0.312,0.211,0.176,0.196,1.305,0.135,0.16,0.131,0.211,0.285,0.643,0.324,0.312,1.305,0.063,0.094,0.478,0.2
2014-10-24 06:00:00,0.209,0.106,0.054,0.132,1.942,0.041,0.057,0.379,0.105,0.212,0.772,0.116,0.209,1.942,0.069,0.664,0.364,0.185
2014-10-24 06:15:00,0.281,0.041,0.082,0.177,0.195,0.193,0.057,0.182,0.244,0.165,0.682,0.074,0.281,0.195,0.126,3.319,0.205,0.221
2014-10-24 06:30:00,0.242,0.147,0.158,0.152,0.187,0.046,0.057,0.182,0.183,0.165,0.365,0.074,0.242,0.187,0.401,0.836,0.263,0.173
2014-10-24 06:45:00,0.442,0.169,0.106,0.278,0.282,0.041,0.191,0.191,0.233,0.138,0.507,0.136,0.442,0.282,0.904,0.847,0.604,0.2
2014-10-24 07:00:00,0.281,0.226,0.088,0.177,0.603,0.041,0.084,0.474,0.299,0.197,0.695,0.305,0.281,0.603,1.126,0.757,0.595,0.164
2014-10-24 07:15:00,0.408,0.041,0.049,0.257,0.3,0.111,0.057,0.204,0.282,0.045,0.589,0.614,0.408,0.3,0.612,0.881,0.355,0.186
2014-10-24 07:30:00,0.31,0.131,0.284,0.196,0.177,0.196,0.057,0.137,0.175,0.045,0.176,0.074,0.31,0.177,1.905,0.568,0.928,0.108
2014-10-24 07:45:00,0.352,0.142,0.165,0.222,0.135,0.138,0.128,0.062,0.3,0.045,0.757,0.08,0.352,0.135,0.753,0.267,0.697,0.117
2014-10-24 08:00:00,0.248,0.361,0.217,0.156,0.485,0.123,0.259,0.26,0.467,0.188,0.235,0.238,0.248,0.485,0.087,0.21,1.839,0.149
2014-10-24 08:15:00,0.251,0.54,0.116,0.158,0.372,0.108,0.136,0.181,0.28,0.059,0.423,0.206,0.251,0.372,0.058,0.8,1.325,0.142
2014-10-24 08:30:00,0.695,0.328,0.196,0.438,0.178,0.21,0.12,0.062,0.129,0.405,0.329,1.802,0.695,0.178,0.058,0.834,0.161,0.124
2014-10-24 08:45:00,1.891,0.156,0.146,1.192,0.102,0.12,0.105,0.189,0.068,0.045,0.847,1.505,1.891,0.102,0.267,0.528,0.176,0.174
2014-10-24 09:00:00,0.691,0.162,0.166,0.435,0.27,0.041,0.246,0.372,0.138,0.114,0.249,0.62,0.691,0.27,1.286,0.439,0.506,0.102
2014-10-24 09:15:00,0.236,0.1,0.06,0.149,0.307,0.041,0.077,0.542,0.19,0.134,2.43,0.325,0.236,0.307,0.568,0.33,0.377,0.106
2014-10-24 09:30:00,0.141,0.086,0.202,0.089,0.294,0.054,0.068,0.062,0.117,0.045,4.298,0.116,0.141,0.294,0.406,0.513,0.126,0.051
2014-10-24 09:45:00,1.572,0.139,0.049,0.99,0.064,0.195,0.058,0.061,0.063,0.045,3.369,0.074,1.572,0.064,1.963,0.304,0.083,0.17
2014-10-24 10:00:00,1.213,0.041,0.093,0.764,0.111,0.041,0.138,0.062,0.825,0.045,1.476,0.074,1.213,0.111,3.636,0.095,0.476,0.061
2014-10-24 10:15:00,0.117,0.141,0.225,0.074,0.309,0.041,0.16,0.274,2.179,0.197,1.201,0.449,0.117,0.309,3.563,0.094,0.237,0.137
2014-10-24 10:30:00,0.141,0.103,0.064,0.089,0.318,0.041,0.068,0.172,2.224,0.053,1.429,0.204,0.141,0.318,1.126,0.475,0.287,0.121
2014-10-24 10:45:00,0.054,0.134,0.049,0.034,0.181,0.111,0.068,0.061,0.602,0.045,1.732,0.077,0.054,0.181,0.171,0.398,0.132,0.293
2014-10-24 11:00:00,0.111,0.041,0.049,0.07,0.064,0.137,0.068,0.061,1.563,0.045,1.13,0.074,0.111,0.064,0.257,0.112,0.368,0.259
2014-10-24 11:15:00,0.188,0.141,0.289,0.119,0.315,0.041,0.188,0.141,1.397,0.167,0.58,0.142,0.188,0.315,0.145,0.094,0.175,0.29
2014-10-24 11:30:00,0.174,0.074,0.06,0.11,0.286,0.041,0.113,0.304,1.571,0.08,1.059,0.285,0.174,0.286,1.156,0.349,0.359,0.197
2014-10-24 11:45:00,0.054,0.167,0.049,0.034,0.211,0.082,0.068,0.062,0.503,0.045,0.92,0.204,0.054,0.211,0.914,0.386,0.253,0.212
2014-10-24 12:00:00,0.056,0.041,0.049,0.035,0.064,0.156,0.068,0.062,0.304,0.045,0.464,0.289,0.056,0.064,0.62,0.26,1.608,0.315
2014-10-24 12:15:00,0.237,0.112,0.711,0.149,0.234,0.041,0.08,0.062,0.371,0.148,0.328,0.286,0.237,0.234,0.467,0.105,0.693,0.236
2014-10-24 12:30:00,0.126,0.076,0.594,0.079,0.24,0.041,0.207,0.323,0.547,0.095,0.517,0.494,0.126,0.24,0.278,0.239,0.697,0.239
2014-10-24 12:45:00,0.107,0.176,0.839,0.067,0.294,0.041,0.057,0.124,0.259,0.045,0.192,0.137,0.107,0.294,0.301,0.454,0.31,0.196
2014-10-24 13:00:00,0.054,0.064,1.458,0.034,0.114,0.16,0.057,0.062,0.214,0.061,0.358,0.614,0.054,0.114,1.665,0.48,0.396,0.257
2014-10-24 13:15:00,0.561,0.109,1.069,0.353,0.126,0.081,0.059,0.062,0.238,0.171,0.475,0.074,0.561,0.126,1.377,0.379,0.197,0.11
2014-10-24 13:30:00,1.388,1.606,0.522,0.874,0.275,0.051,0.142,0.129,0.269,0.045,0.42,0.369,1.388,0.275,0.658,0.331,0.083,0.128
2014-10-24 13:45:00,1.417,0.905,0.11,0.893,0.304,0.051,0.151,0.326,0.161,0.045,0.263,0.401,1.417,0.304,0.58,0.296,0.37,0.044
2014-10-24 14:00:00,1.276,0.431,0.049,0.804,0.555,0.095,0.057,0.062,0.065,0.045,0.135,0.499,1.276,0.555,0.366,0.133,0.559,0.078
2014-10-24 14:15:00,0.054,0.33,0.061,0.034,0.064,0.149,0.057,0.062,0.424,0.175,0.762,1.841,0.054,0.064,0.306,0.556,0.086,0.14
2014-10-24 14:30:00,0.225,0.153,0.298,0.142,0.676,0.041,0.118,0.062,0.345,0.068,0.672,0.206,0.225,0.676,0.775,0.504,0.106,0.114
2014-10-24 14:45:00,0.298,0.044,0.049,0.188,0.443,0.041,0.214,0.237,0.427,0.045,0.842,0.533,0.298,0.443,1.06,0.391,0.568,0.061
2014-10-24 15:00:00,0.194,0.199,0.049,0.122,0.579,0.057,0.224,0.219,0.377,0.045,0.589,0.421,0.194,0.579,0.37,0.262,0.521,0.044
2014-10-24 15:15:00,0.447,0.042,0.05,0.282,0.4,0.181,0.523,0.062,0.462,0.247,1.101,0.455,0.447,0.4,0.345,0.467,0.241,0.135
2014-10-24 15:30:00,0.415,0.164,0.345,0.261,0.585,0.046,0.756,0.062,0.487,0.12,0.589,1.164,0.415,0.585,0.307,1.225,0.263,0.095
2014-10-24 15:45:00,0.518,0.382,0.254,0.326,0.623,0.125,0.847,0.062,0.221,0.045,0.711,0.764,0.518,0.623,0.652,0.456,2.405,0.937
2014-10-24 16:00:00,0.485,0.469,0.088,0.305,0.63,0.171,0.8,0.341,0.516,0.045,0.437,0.771,0.485,0.63,1.24,0.438,0.979,0.712
2014-10-24 16:15:00,0.403,0.484,0.049,0.254,0.389,0.314,0.726,0.115,0.413,0.19,0.744,0.738,0.403,0.389,0.671,0.323,0.835,0.299
2014-10-24 16:30:00,0.513,0.339,0.176,0.323,0.259,0.053,0.714,0.103,0.565,0.057,0.602,0.906,0.513,0.259,1.298,0.671,0.507,0.185
2014-10-24 16:45:00,0.297,0.262,0.385,0.187,0.612,0.051,0.36,0.182,0.405,0.045,0.876,0.841,0.297,0.612,1.459,0.309,0.853,0.226
2014-10-24 17:00:00,0.494,0.191,0.176,0.312,0.272,0.121,0.292,0.333,0.493,0.158,1.027,0.89,0.494,0.272,0.585,0.442,0.602,0.128
2014-10-24 17:15:00,0.346,0.29,0.169,0.218,0.184,0.123,0.188,0.354,0.479,0.124,1.074,0.86,0.346,0.184,0.68,0.42,0.456,0.128
2014-10-24 17:30:00,0.356,0.161,0.169,0.225,0.184,0.051,0.188,0.279,0.473,0.165,1.014,0.515,0.356,0.184,1.02,0.601,0.263,0.177
2014-10-24 17:45:00,0.46,0.33,0.385,0.29,0.642,0.051,0.206,1.016,0.4,0.165,1.821,0.52,0.46,0.642,1.423,0.559,0.475,0.28
2014-10-24 18:00:00,0.657,0.322,0.211,0.414,0.438,0.078,0.313,0.515,0.527,0.237,2.894,0.308,0.657,0.438,0.492,0.712,0.514,0.156
2014-10-24 18:15:00,0.323,0.408,0.169,0.204,0.339,0.177,0.177,0.455,0.515,0.07,1.69,0.77,0.323,0.339,0.71,0.878,1.761,0.442
2014-10-24 18:30:00,0.377,0.377,0.169,0.237,0.439,0.051,0.177,0.292,0.399,0.045,2.676,3.279,0.377,0.439,1.157,0.743,1.237,0.811
2014-10-24 18:45:00,0.406,0.307,0.293,0.256,0.704,0.041,0.177,0.425,0.357,0.045,8.313,1.74,0.406,0.704,0.862,0.77,0.609,0.954
2014-10-24 19:00:00,0.653,0.362,0.315,0.411,0.762,0.041,0.339,1.429,0.699,0.148,8.132,0.822,0.653,0.762,0.842,0.589,1.254,0.857
2014-10-24 19:15:00,0.309,0.304,0.284,0.195,0.474,0.17,0.188,1.814,0.257,0.165,5.412,0.968,0.309,0.474,0.916,0.742,0.363,0.735
2014-10-24 19:30:00,0.059,0.592,0.312,0.037,0.369,0.066,0.275,0.859,0.193,1.097,1.296,0.919,0.059,0.369,0.702,0.479,0.515,0.575
2014-10-24 19:45:00,1.463,1.666,0.345,0.922,0.545,0.218,0.404,0.68,0.29,0.165,0.932,0.811,1.463,0.545,0.61,0.719,0.634,0.449
2014-10-24 20:00:00,1.925,0.922,0.462,1.213,0.673,1.147,0.296,0.269,0.215,0.217,1.15,0.74,1.925,0.673,0.776,0.809,1.016,0.495
2014-10-24 20:15:00,0.565,2.263,0.274,0.356,0.422,0.661,0.177,0.291,0.309,0.269,2.9,0.76,0.565,0.422,1.779,1.505,0.859,0.268
2014-10-24 20:30:00,1.43,0.787,0.261,0.901,0.557,0.768,0.177,0.543,0.189,0.356,2.062,0.661,1.43,0.557,0.946,0.978,0.77,0.232
2014-10-24 20:45:00,1.337,5.133,0.227,0.842,0.6,0.049,0.208,0.376,0.279,0.558,1.434,0.585,1.337,0.6,0.532,0.831,0.484,0.322
2014-10-24 21:00:00,0.083,5.314,0.269,0.052,0.68,0.174,0.299,0.414,0.183,0.597,4.054,0.725,0.083,0.68,0.624,2.638,0.63,0.764
2014-10-24 21:15:00,0.337,3.074,0.303,0.213,0.417,0.041,0.177,0.597,0.317,0.947,7.724,0.886,0.337,0.417,0.488,2.496,1.069,0.585
2014-10-24 21:30:00,0.302,0.357,0.202,0.19,0.599,0.041,0.312,0.79,0.222,0.681,7.834,0.747,0.302,0.599,0.324,3.923,0.968,0.57
2014-10-24 21:45:00,0.282,0.376,0.265,0.177,0.642,0.068,0.464,0.503,0.22,0.628,3.862,0.727,0.282,0.642,0.314,2.498,0.571,0.556
2014-10-24 22:00:00,0.288,0.245,0.375,0.181,0.325,0.168,0.6,0.422,0.063,0.378,1.139,0.668,0.288,0.325,0.459,1.158,0.538,0.528
2014-10-24 22:15:00,0.518,0.162,0.378,0.326,0.344,0.063,0.501,0.438,0.15,0.385,1.157,0.78,0.518,0.344,0.55,0.948,1.019,0.452
2014-10-24 22:30:00,0.34,0.23,0.42,0.214,0.325,0.297,0.48,0.474,0.144,0.277,1.24,1.035,0.34,0.325,1.795,1.157,0.673,0.485
2014-10-24 22:45:00,0.294,0.269,0.169,0.185,0.529,0.267,0.515,0.438,0.152,0.045,1.335,0.782,0.294,0.529,2.285,1.277,0.322,0.428
2014-10-24 23:00:00,0.505,0.245,0.189,0.318,0.074,0.425,0.56,0.414,0.063,0.074,0.998,0.79,0.505,0.074,1.492,0.629,0.308,0.393
2014-10-24 23:15:00,0.492,0.161,0.24,0.31,0.194,0.266,0.466,0.713,0.065,0.188,1.288,0.626,0.492,0.194,1.103,0.519,0.583,0.456
2014-10-24 23:30:00,0.552,0.239,0.325,0.348,0.195,0.263,0.329,0.722,0.22,0.328,0.842,0.824,0.552,0.195,0.875,0.263,1.057,0.289
2014-10-24 23:45:00,0.42,0.179,0.17,0.265,0.367,0.26,0.343,0.562,0.159,0.212,1.165,0.467,0.42,0.367,0.867,0.672,0.331,0.281
2014-10-25 00:00:00,0.459,0.369,0.255,0.289,0.13,0.355,0.172,0.441,0.063,0.195,0.565,0.401,0.459,0.13,0.808,0.492,0.3,0.278
2014-10-25 00:15:00,0.562,0.422,0.293,0.354,0.15,0.12,0.057,0.459,0.063,0.19,0.743,0.418,0.562,0.15,0.72,0.135,0.325,0.301
2014-10-25 00:30:00,0.463,0.458,0.277,0.292,0.171,0.041,0.088,0.688,0.136,0.289,0.417,0.706,0.463,0.171,0.524,0.359,0.783,0.169
2014-10-25 00:45:00,0.289,0.345,0.272,0.182,0.358,0.041,0.18,0.421,0.228,0.239,0.477,0.809,0.289,0.358,0.471,0.625,0.279,0.147
2014-10-25 01:00:00,0.274,0.343,0.309,0.173,0.196,0.093,0.057,0.425,0.083,0.045,0.404,0.33,0.274,0.196,0.257,0.592,0.083,0.237
2014-10-25 01:15:00,0.426,0.341,0.195,0.269,0.111,0.149,0.057,0.519,0.063,0.045,0.41,0.16,0.426,0.111,0.201,0.309,0.17,0.18
2014-10-25 01:30:00,0.345,0.294,0.117,0.217,0.213,0.041,0.057,0.477,0.093,0.057,0.202,0.074,0.345,0.213,0.229,0.529,0.467,0.222
2014-10-25 01:45:00,0.353,0.314,0.199,0.222,0.233,0.041,0.213,0.319,0.208,0.199,0.275,0.274,0.353,0.233,0.058,0.294,0.309,0.127
2014-10-25 02:00:00,0.329,0.311,0.151,0.207,0.372,0.041,0.059,0.342,0.14,0.045,0.695,0.162,0.329,0.372,0.058,0.711,0.176,0.102
2014-10-25 02:15:00,0.416,0.367,0.049,0.262,0.179,0.17,0.057,0.38,0.063,0.045,0.372,0.074,0.416,0.179,0.139,0.331,0.307,0.112
2014-10-25 02:30:00,0.117,0.252,0.049,0.074,0.076,0.072,0.057,0.264,0.063,0.045,0.126,0.074,0.117,0.076,0.198,0.312,0.233,0.126
2014-10-25 02:45:00,0.073,0.356,0.227,0.046,0.178,0.041,0.164,0.062,0.163,0.109,0.126,0.202,0.073,0.178,0.152,0.094,0.171,0.044
2014-10-25 03:00:00,0.201,0.291,0.13,0.127,0.359,0.041,0.107,0.149,0.22,0.147,0.688,0.224,0.201,0.359,0.058,0.316,0.39,0.055
2014-10-25 03:15:00,0.142,0.375,0.049,0.09,0.285,0.08,0.057,0.271,0.063,0.045,0.56,0.074,0.142,0.285,0.058,0.321,0.297,0.16
2014-10-25 03:30:00,0.098,0.26,0.049,0.062,0.064,0.165,0.057,0.062,0.063,0.045,0.136,0.074,0.098,0.064,0.226,0.337,0.163,0.102
2014-10-25 03:45:00,0.095,0.339,0.219,0.06,0.19,0.041,0.113,0.062,0.063,0.045,0.126,0.074,0.095,0.19,0.195,0.111,0.209,0.08
2014-10-25 04:00:00,0.194,0.267,0.128,0.122,0.326,0.041,0.162,0.127,0.288,0.164,0.482,0.321,0.194,0.326,0.058,0.158,0.35,0.114
2014-10-25 04:15:00,0.187,0.083,0.049,0.118,0.294,0.041,0.057,0.309,0.252,0.093,0.625,0.119,0.187,0.294,0.058,0.373,0.369,0.194
2014-10-25 04:30:00,0.087,0.041,0.083,0.055,0.077,0.192,0.057,0.062,0.085,0.045,0.257,0.074,0.087,0.077,0.175,0.362,0.084,0.113
2014-10-25 04:45:00,0.177,0.061,0.203,0.111,0.137,0.048,0.057,0.062,0.062,0.045,0.125,0.074,0.177,0.137,0.196,0.19,0.277,0.094
2014-10-25 05:00:00,0.356,0.174,0.1,0.224,0.265,0.041,0.189,0.064,0.111,0.057,0.373,0.133,0.356,0.265,0.123,0.094,0.219,0.201
2014-10-25 05:15:00,0.298,0.134,0.049,0.188,0.308,0.041,0.085,0.351,0.282,0.199,0.875,0.308,0.298,0.308,0.058,0.266,0.415,0.209
2014-10-25 05:30:00,0.174,0.041,0.049,0.109,0.185,0.109,0.057,0.085,0.104,0.063,0.126,0.074,0.174,0.185,0.086,0.42,0.168,0.14
2014-10-25 05:45:00,0.177,0.041,0.2,0.111,0.064,0.138,0.057,0.062,0.182,0.165,0.149,0.074,0.177,0.064,0.163,0.304,0.256,0.186
2014-10-25 06:00:00,0.302,0.139,0.148,0.19,0.308,0.046,0.101,0.062,0.183,0.165,0.74,0.074,0.302,0.308,0.243,0.253,0.118,0.186
2014-10-25 06:15:00,0.303,0.195,0.049,0.191,0.15,0.051,0.177,0.257,0.363,0.306,0.337,0.233,0.303,0.15,0.069,0.384,0.459,0.221
2014-10-25 06:30:00,0.054,0.041,0.049,0.034,0.305,0.044,0.057,0.184,0.267,0.181,0.297,0.209,0.054,0.305,0.058,0.514,0.264,0.127
2014-10-25 06:45:00,0.054,0.041,0.142,0.034,0.127,0.262,0.057,0.062,0.182,0.165,0.365,0.074,0.054,0.127,0.187,0.518,0.138,0.078
2014-10-25 07:00:00,0.124,0.155,0.207,0.078,0.271,0.211,0.057,0.062,0.182,0.165,1.004,0.1,0.124,0.271,0.128,0.322,0.221,0.198
2014-10-25 07:15:00,0.281,0.189,0.106,0.177,0.108,0.161,0.211,0.126,0.295,0.232,0.483,0.254,0.281,0.108,0.185,0.263,0.311,0.223
2014-10-25 07:30:00,0.169,0.149,0.171,0.106,0.221,0.161,0.061,0.318,0.328,0.256,0.591,0.501,0.169,0.221,0.164,0.518,0.366,0.136
2014-10-25 07:45:00,0.188,0.213,0.324,0.119,0.528,0.172,0.057,0.062,0.183,0.165,0.366,0.299,0.188,0.528,0.286,0.497,0.129,0.136
2014-10-25 08:00:00,0.429,0.261,0.223,0.27,0.353,0.317,0.057,0.062,0.183,0.165,0.825,0.254,0.429,0.353,0.201,0.475,0.279,0.245
2014-10-25 08:15:00,0.638,0.26,0.209,0.402,0.495,0.161,0.129,0.062,0.183,0.165,0.856,0.542,0.638,0.495,0.308,0.266,0.446,0.226
2014-10-25 08:30:00,0.406,0.161,0.302,0.256,0.311,0.161,0.151,1.289,0.431,0.315,0.818,0.911,0.406,0.311,0.243,0.403,0.632,0.108
2014-10-25 08:45:00,0.174,0.221,0.196,0.11,0.394,0.161,0.057,1.372,0.193,0.175,0.523,0.459,0.174,0.394,0.233,0.436,0.782,0.136
2014-10-25 09:00:00,0.245,0.256,0.18,0.154,0.184,0.239,0.057,0.643,0.19,0.165,1.581,0.382,0.245,0.184,0.311,0.544,0.702,0.297
2014-10-25 09:15:00,0.484,0.26,0.264,0.305,0.436,0.268,0.057,0.463,0.183,0.084,0.606,0.453,0.484,0.436,0.397,0.329,0.675,0.457
2014-10-25 09:30:00,0.672,0.158,0.306,0.424,0.179,0.166,0.176,0.224,0.365,0.165,3.226,0.748,0.672,0.179,0.47,2.41,0.381,0.303
2014-10-25 09:45:00,0.382,0.177,0.166,0.241,0.387,0.156,0.104,0.308,0.245,0.082,4.814,2.877,0.382,0.387,0.386,1.602,0.852,0.275
2014-10-25 10:00:00,0.261,0.264,0.144,0.164,0.31,0.117,0.101,0.072,0.158,0.054,0.938,2.626,0.261,0.31,0.483,0.533,0.565,0.188
2014-10-25 10:15:00,0.559,0.123,0.216,0.352,0.329,0.168,0.142,0.841,0.148,0.056,0.761,0.298,0.559,0.329,0.203,0.494,0.868,0.424
2014-10-25 10:30:00,0.457,0.083,0.255,0.288,0.21,0.05,0.156,1.539,0.247,0.207,0.636,0.313,0.457,0.21,0.968,1.121,0.465,0.232
2014-10-25 10:45:00,0.196,0.046,0.156,0.124,0.218,0.041,0.284,0.39,0.274,0.173,1.051,0.598,0.196,0.218,0.337,3.663,0.533,0.176
2014-10-25 11:00:00,0.144,1.136,0.104,0.09,0.39,0.041,0.123,0.197,0.118,0.111,0.878,0.402,0.144,0.39,0.483,0.285,0.514,0.171
2014-10-25 11:15:00,0.126,0.202,0.106,0.079,0.46,0.158,0.105,0.164,0.107,0.614,4.409,0.285,0.126,0.46,0.335,0.339,0.573,0.236
2014-10-25 11:30:00,0.219,0.159,0.239,0.138,0.532,0.081,0.092,1.897,0.136,1.44,2.643,0.237,0.219,0.532,0.438,0.235,0.292,1.381
2014-10-25 11:45:00,0.334,0.066,0.164,0.21,0.09,0.041,0.154,0.853,0.307,1.3,2.169,0.3,0.334,0.09,0.4,0.557,0.147,0.663
2014-10-25 12:00:00,0.111,0.25,0.064,0.07,0.317,0.041,0.166,0.345,0.077,1.296,7.512,0.227,0.111,0.317,0.385,0.115,0.558,0.273
2014-10-25 12:15:00,0.08,0.368,0.054,0.051,0.26,0.09,0.062,0.067,0.067,1.282,7.692,0.087,0.08,0.26,0.344,0.11,0.444,0.294
2014-10-25 12:30:00,0.065,0.37,0.158,0.041,0.556,0.151,0.057,0.062,0.162,1.062,7.109,0.074,0.065,0.556,1.611,2.074,0.089,0.757
2014-10-25 12:45:00,0.322,0.512,0.2,0.203,0.379,0.041,0.101,1.049,0.201,0.069,0.664,0.208,0.322,0.379,1.248,0.566,0.083,2.49
2014-10-25 13:00:00,0.134,0.869,0.049,0.084,1.986,0.041,0.171,0.846,0.065,0.045,0.466,0.216,0.134,1.986,0.233,0.227,0.525,0.921
2014-10-25 13:15:00,0.065,0.871,0.049,0.041,2.518,0.055,0.115,0.565,0.062,0.045,2.135,0.074,0.065,2.518,0.198,0.094,0.383,0.201
2014-10-25 13:30:00,0.123,0.716,0.124,0.077,1.557,0.543,0.201,1.643,0.123,0.123,2.792,0.075,0.123,1.557,0.118,0.198,0.099,0.316
2014-10-25 13:45:00,0.831,0.646,0.167,0.523,0.915,0.041,0.168,4.035,0.2,0.125,2.627,0.318,0.831,0.915,0.194,0.393,0.175,0.315
2014-10-25 14:00:00,2.141,0.28,0.117,1.349,0.866,0.041,0.178,3.734,0.122,0.056,0.477,0.079,2.141,0.866,0.058,0.41,0.784,0.169
2014-10-25 14:15:00,0.266,0.113,0.049,0.168,0.993,0.102,0.095,1.737,0.063,0.056,0.391,0.074,0.266,0.993,0.227,0.109,0.606,0.044
2014-10-25 14:30:00,0.443,0.142,0.083,0.279,0.915,0.339,0.057,0.179,0.243,0.188,0.219,0.074,0.443,0.915,0.338,0.166,0.608,0.044
2014-10-25 14:45:00,0.434,0.132,0.131,0.273,0.823,0.19,0.057,0.092,0.297,0.059,0.44,0.251,0.434,0.823,0.851,0.808,0.51,0.264
2014-10-25 15:00:00,0.554,0.041,0.683,0.349,0.746,0.169,0.11,0.135,0.162,0.047,0.299,0.166,0.554,0.746,0.649,0.728,0.702,0.053
2014-10-25 15:15:00,0.379,0.249,0.467,0.239,0.679,0.109,0.163,1.692,0.119,0.164,1.826,0.074,0.379,0.679,0.324,0.628,0.42,0.096
2014-10-25 15:30:00,0.071,0.411,0.474,0.045,0.491,0.255,0.062,1.257,0.394,0.081,4.72,0.082,0.071,0.491,1.216,0.775,0.291,0.188
2014-10-25 15:45:00,0.069,0.389,0.479,0.043,0.551,1.941,0.072,1.766,0.387,0.06,2.444,0.194,0.069,0.551,1.624,0.85,0.182,0.16
2014-10-25 16:00:00,0.265,0.29,0.189,0.167,0.485,0.384,0.101,4.046,0.383,0.07,2.072,0.325,0.265,0.485,1.431,1.365,0.337,0.424
2014-10-25 16:15:00,0.217,0.296,0.128,0.137,0.498,0.426,1.303,4.997,0.385,0.208,2.135,0.816,0.217,0.498,1.323,2.213,0.303,0.919
2014-10-25 16:30:00,2.241,0.409,0.094,1.412,0.324,0.416,1.332,4.13,0.43,0.117,1.347,2.934,2.241,0.324,1.129,0.34,0.365,0.729
